Approved symbol	Approved name	Chromosome	NCBI Gene ID
C1orf226	chromosome 1 open reading frame 226	1q23.3	400793
C1orf232	chromosome 1 open reading frame 230	1p36.11	110806296
C1QA	complement C1q A chain	1p36.12	712
C1QB	complement C1q B chain	1p36.12	713
C1QBP	complement C1q binding protein	17p13.2	708
C1QBPP1	complement C1q binding protein pseudogene 1	21q21.1	54098
C1QBPP2	complement C1q binding protein pseudogene 2	11q13.2	100422299
C1QBPP3	complement C1q binding protein pseudogene 3	15q14	100422310
C1QC	complement C1q C chain	1p36.12	714
C1QL1	complement C1q like 1	17q21.31	10882
C1QL1P1	complement C1q like 1 pseudogene 1	16p11.1	
C1QL2	complement C1q like 2	2q14.2	165257
C1QL3	complement C1q like 3	10p13	389941
C1QL4	complement C1q like 4	12q13.12	338761
C1QTNF1	C1q and TNF related 1	17q25.3	114897
C1QTNF1-AS1	C1QTNF1 antisense RNA 1	17q25.3	100507410
C1QTNF2	C1q and TNF related 2	5q33.3	114898
C1QTNF3	C1q and TNF related 3	5p13.2	114899
C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate)	5p13.2	100534612
C1QTNF4	C1q and TNF related 4	11p11.2	114900
C1QTNF5	C1q and TNF related 5	11q23.3	114902
C1QTNF6	C1q and TNF related 6	22q12.3	114904
C1QTNF7	C1q and TNF related 7	4p15.32	114905
C1QTNF7-AS1	C1QTNF7 antisense RNA 1	4p15.32	101929095
C1QTNF8	C1q and TNF related 8	16p13.3	390664
C1QTNF9	C1q and TNF related 9	13q12.12	338872
C1QTNF9-AS1	C1QTNF9 antisense RNA 1	13q12.12	
C1QTNF9B	C1q and TNF related 9B	13q12.12	387911
C1QTNF12	C1q and TNF related 12	1p36.33	388581
C1R	complement C1r	12p13.31	715
C1RL	complement C1r subcomponent like	12p13.31	51279
C1RL-AS1	C1RL antisense RNA 1	12p13.31	283314
C1S	complement C1s	12p13.31	716
C2	complement C2	6p21.33	717
C2-AS1	C2 antisense RNA 1	6p21.33	102060414
C2CD2	C2 calcium dependent domain containing 2	21q22.3	25966
C2CD2L	C2CD2 like	11q23.3	9854
C2CD3	C2 domain containing 3 centriole elongation regulator	11q13.4	26005
C2CD4A	C2 calcium dependent domain containing 4A	15q22.2	145741
C2CD4B	C2 calcium dependent domain containing 4B	15q22.2	388125
C2CD4C	C2 calcium dependent domain containing 4C	19p13.3	126567
C2CD4D	C2 calcium dependent domain containing 4D	1q21.3	100191040
C2CD4D-AS1	C2CD4D and THEM5 antisense RNA 1	1q21.3	100132111
C2CD5	C2 calcium dependent domain containing 5	12p12.1	9847
C2CD5-AS1	C2CD5 antisense RNA 1	12p12.1	105369692
C2CD6	C2 calcium dependent domain containing 6	2q33.1	151254
C2orf15	chromosome 2 open reading frame 15	2q11.2	150590
C2orf16	chromosome 2 open reading frame 16	2p23.3	84226
C2orf27A	chromosome 2 open reading frame 27A	2q21.2	29798
C2orf42	chromosome 2 open reading frame 42	2p13.3	54980
C2orf49	chromosome 2 open reading frame 49	2q12.2	79074
C2orf49-DT	C2orf49 divergent transcript	2q12.2	100506473
C2orf50	chromosome 2 open reading frame 50	2p25.1	130813
C2orf66	chromosome 2 open reading frame 66	2q33.1	401027
C2orf68	chromosome 2 open reading frame 68	2p11.2	388969
C2orf69	chromosome 2 open reading frame 69	2q33.1	205327
C2orf69P1	chromosome 2 open reading frame 69 pseudogene 1	16p11.1	727964
C2orf69P2	chromosome 2 open reading frame 69 pseudogene 2	16p11.1	642614
C2orf69P3	chromosome 2 open reading frame 69 pseudogene 3	16p11.1	100131279
C2orf69P4	chromosome 2 open reading frame 69 pseudogene 4	16p11.1	100420859
C2orf69P5	chromosome 2 open reading frame 69 pseudogene 5	16p11.2	
C2orf72	chromosome 2 open reading frame 72	2q37.1	257407
C2orf73	chromosome 2 open reading frame 73	2p16.2	129852
C2orf74	chromosome 2 open reading frame 74	2p15	339804
C2orf74-AS1	C2orf74 antisense RNA 1	2p15	105374758
C2orf74-DT	C2orf74 divergent transcript	2p15	339803
C2orf76	chromosome 2 open reading frame 76	2q14.2	130355
C2orf78	chromosome 2 open reading frame 78	2p13.1	388960
C2orf80	chromosome 2 open reading frame 80	2q33.3	389073
C2orf81	chromosome 2 open reading frame 81	2p13.1	388963
C2orf83	chromosome 2 open reading frame 83	2q36.3	56918
C2orf88	chromosome 2 open reading frame 88	2q32.2	84281
C2orf92	chromosome 2 open reading frame 92	2q11.2	728537
C3	complement C3	19p13.3	718
C3AR1	complement C3a receptor 1	12p13.31	719
C3CER1	chromosome 3 common eliminated region 1	3p22-p21.2	23739
C3orf14	chromosome 3 open reading frame 14	3p14.2	57415
C3orf18	chromosome 3 open reading frame 18	3p21.31	51161
C3orf20	chromosome 3 open reading frame 20	3p25.1	84077
C3orf22	chromosome 3 open reading frame 22	3q21.3	152065
C3orf33	chromosome 3 open reading frame 33	3q25.31	285315
C3orf36	chromosome 3 putative open reading frame 36	3q22.1	80111
C3orf38	chromosome 3 open reading frame 38	3p11.1	285237
C3orf49	chromosome 3 open reading frame 49	3p14.1	132200
C3orf49P1	C3orf49 pseudogene 1	Xq22.1	
C3orf52	chromosome 3 open reading frame 52	3q13.2	79669
C3orf62	chromosome 3 open reading frame 62	3p21.31	375341
C3orf70	chromosome 3 open reading frame 70	3q27.2	285382
C3orf80	chromosome 3 open reading frame 80	3q25.33	401097
C3orf84	chromosome 3 open reading frame 84	3p21.31	646498
C3orf85	chromosome 3 open reading frame 85	3q13.13	401081
C3orf86P	chromosome 3 open reading frame 86, pseudogene	3p21.31	102724231
C3P1	complement component 3 precursor pseudogene	19p13.2	388503
C4A	complement C4A (Rodgers blood group)	6p21.33	720
C4A-AS1	C4A antisense RNA 1	6p21.33	
C4B	complement C4B (Chido blood group)	6p21.33	721
C4B_2	complement component 4B (Chido blood group), copy 2	6p21.3 alternate reference locus	
C4B-AS1	C4B antisense RNA 1	6p21.33	
C4BPA	complement component 4 binding protein alpha	1q32.2	722
C4BPAP1	C4BPA pseudogene 1	1q32.2	727859
C4BPAP2	C4BPA pseudogene 2	1q32.2	724
C4BPAP3	C4BPA pseudogene 3	1q32.2	100421610
C4BPB	complement component 4 binding protein beta	1q32.1	725
C4orf3	chromosome 4 open reading frame 3	4q26	401152
C4orf17	chromosome 4 open reading frame 17	4q23	84103
C4orf19	chromosome 4 open reading frame 19	4p14	55286
C4orf33	chromosome 4 open reading frame 33	4q28.2	132321
C4orf36	chromosome 4 open reading frame 36	4q21.3	132989
C4orf45	chromosome 4 open reading frame 45	4q32.1	152940
C4orf46	chromosome 4 open reading frame 46	4q32.1	201725
C4orf46P1	C4orf46 pseudogene 1	16p13.3	100129478
C4orf46P2	C4orf46 pseudogene 2	Xq21.1	101241901
C4orf46P3	C4orf46 pseudogene 3	8q21.13	101241902
C4orf46P4	C4orf46 pseudogene 4	6q24.2	100288558
C4orf47	chromosome 4 open reading frame 47	4q35.1	441054
C4orf48	chromosome 4 open reading frame 48	4p16.3	401115
C4orf50	chromosome 4 open reading frame 50	4p16.2-p16.1	389197
C4orf51	chromosome 4 open reading frame 51	4q31.21	646603
C4orf54	chromosome 4 open reading frame 54	4q23	285556
C5	complement C5	9q33.2	727
C5-OT1	C5 3' UTR overlapping transcript 1	9q33.2	110599590
C5AR1	complement C5a receptor 1	19q13.32	728
C5AR2	complement C5a receptor 2	19q13.32	27202
C5orf15	chromosome 5 open reading frame 15	5q31.1	56951
C5orf22	chromosome 5 open reading frame 22	5p13.3	55322
C5orf24	chromosome 5 open reading frame 24	5q31.1	134553
C5orf34	chromosome 5 open reading frame 34	5p12	375444
C5orf34-AS1	C5orf34 antisense RNA 1	5p12	105374749
C5orf46	chromosome 5 open reading frame 46	5q32	389336
C5orf47	chromosome 5 open reading frame 47	5q35.2	133491
C5orf52	chromosome 5 open reading frame 52	5q33.3	100190949
C5orf58	chromosome 5 open reading frame 58	5q35.1	133874
C5orf60	chromosome 5 open reading frame 60	5q35.3	285679
C5orf63	chromosome 5 open reading frame 63	5q23.2	401207
C5orf64	chromosome 5 putative open reading frame 64	5q12.1	285668
C5orf64-AS1	C5orf64 antisense RNA 1	5q12.1	100506526
C5orf67	chromosome 5 putative open reading frame 67	5q11.2	101928448
C6	complement C6	5p13.1	729
C6orf15	chromosome 6 open reading frame 15	6p21.33	29113
C6orf47	chromosome 6 open reading frame 47	6p21.33	57827
C6orf47-AS1	C6orf47 antisense RNA 1	6p21.33	
C6orf52	chromosome 6 open reading frame 52	6p24.2	347744
C6orf58	chromosome 6 open reading frame 58	6q22.33	352999
C6orf62	chromosome 6 open reading frame 62	6p22.3	81688
C6orf89	chromosome 6 open reading frame 89	6p21.2	221477
C6orf118	chromosome 6 open reading frame 118	6q27	168090
C6orf120	chromosome 6 open reading frame 120	6q27	387263
C6orf132	chromosome 6 open reading frame 132	6p21.1	647024
C6orf136	chromosome 6 open reading frame 136	6p21.33	221545
C6orf141	chromosome 6 open reading frame 141	6p12.3	135398
C6orf163	chromosome 6 open reading frame 163	6q15	206412
C6orf226	chromosome 6 open reading frame 226	6p21.1	441150
C7	complement C7	5p13.1	730
C7orf25	chromosome 7 open reading frame 25	7p14.1	79020
C7orf31	chromosome 7 open reading frame 31	7p15.3	136895
C7orf33	chromosome 7 open reading frame 33	7q36.1	202865
C7orf50	chromosome 7 open reading frame 50	7p22.3	84310
C7orf57	chromosome 7 open reading frame 57	7p12.3	136288
C8A	complement C8 alpha chain	1p32.2	731
C8B	complement C8 beta chain	1p32.2	732
C8G	complement C8 gamma chain	9q34.3	733
C8orf17	chromosome 8 putative open reading frame 17	8q24.3	100507249
C8orf33	chromosome 8 open reading frame 33	8q24.3	65265
C8orf34	chromosome 8 open reading frame 34	8q13.2	116328
C8orf34-AS1	C8orf34 antisense RNA 1	8q13.2	286189
C8orf44	chromosome 8 putative open reading frame 44	8q13.1	56260
C8orf44-SGK3	C8orf44-SGK3 readthrough	8q13.1	100533105
C8orf48	chromosome 8 open reading frame 48	8p22	157773
C8orf58	chromosome 8 open reading frame 58	8p21.3	541565
C8orf74	chromosome 8 open reading frame 74	8p23.1	203076
C8orf76	chromosome 8 open reading frame 76	8q24.13	84933
C8orf82	chromosome 8 open reading frame 82	8q24.3	414919
C8orf88	chromosome 8 open reading frame 88	8q21.3	100127983
C8orf89	chromosome 8 open reading frame 89	8q21.11	100130301
C8orf90	chromosome 8 open reading frame 90	8q24.3	122455339
C9	complement C9	5p13.1	735
C9orf24	chromosome 9 open reading frame 24	9p13.3	84688
C9orf40	chromosome 9 open reading frame 40	9q21.13	55071
C9orf43	chromosome 9 open reading frame 43	9q32	257169
C9orf50	chromosome 9 open reading frame 50	9q34.11	375759
C9orf57	chromosome 9 open reading frame 57	9q21.13	138240
C9orf64	chromosome 9 open reading frame 64	9q21.32	84267
C9orf72	C9orf72-SMCR8 complex subunit	9p21.2	203228
C9orf78	chromosome 9 open reading frame 78	9q34.11	51759
C9orf78P1	C9orf78 pseudogene 1	3q25.33	100420738
C9orf78P2	C9orf78 pseudogene 2	4p15.33	391636
C9orf85	chromosome 9 open reading frame 85	9q21.13	138241
C9orf85P1	C9orf85 pseudogene 1	2p16.2	124905935
C9orf85P2	C9orf85 pseudogene 2	3q26.33	100505642
C9orf131	chromosome 9 open reading frame 131	9p13.3	138724
C9orf152	chromosome 9 open reading frame 152	9q31.3	401546
C9orf153	chromosome 9 open reading frame 153	9q21.33	389766
C9orf163	chromosome 9 putative open reading frame 163	9q34.3	158055
C10orf53	chromosome 10 open reading frame 53	10q11.23	282966
C10orf55	chromosome 10 putative open reading frame 55	10q22.2	414236
C10orf62	chromosome 10 open reading frame 62	10q24.2	414157
C10orf67	chromosome 10 open reading frame 67	10p12.2	256815
C10orf67-AS1	C10orf67 antisense RNA 1	10p12.2	105376453
C10orf71	chromosome 10 open reading frame 71	10q11.23	118461
C10orf71-AS1	C10orf71 antisense RNA 1	10q11.23	100506769
C10orf82	chromosome 10 open reading frame 82	10q25.3	143379
C10orf88	chromosome 10 open reading frame 88	10q26.13	80007
C10orf88B	C10orf88B (pseudogene)	10q26.13	399815
C10orf90	chromosome 10 open reading frame 90	10q26.2	118611
C10orf95	chromosome 10 open reading frame 95	10q24.32	79946
C10orf95-AS1	C10orf95 antisense RNA 1	10q24.32	100505761
C10orf105	chromosome 10 open reading frame 105	10q22.1	414152
C10orf120	chromosome 10 open reading frame 120	10q26.13	399814
C10orf126	chromosome 10 open reading frame 126	10p12.1	283080
C10orf143	chromosome 10 open reading frame 143	10q26.3	387723
C11orf16	chromosome 11 open reading frame 16	11p15.4	56673
C11orf21	chromosome 11 open reading frame 21	11p15.5	29125
C11orf24	chromosome 11 open reading frame 24	11q13.2	53838
C11orf40	chromosome 11 putative open reading frame 40	11p15.4	143501
C11orf42	chromosome 11 open reading frame 42	11p15.4	160298
C11orf52	chromosome 11 open reading frame 52	11q23.1	91894
C11orf54	chromosome 11 open reading frame 54	11q21	28970
C11orf58	chromosome 11 open reading frame 58	11p15.2	10944
C11orf65	chromosome 11 open reading frame 65	11q22.3	160140
C11orf68	chromosome 11 open reading frame 68	11q13.1	83638
C11orf71	chromosome 11 open reading frame 71	11q23.2	54494
C11orf80	chromosome 11 open reading frame 80	11q13.2	79703
C11orf86	chromosome 11 open reading frame 86	11q13.2	254439
C11orf87	chromosome 11 open reading frame 87	11q22.3	399947
C11orf91	chromosome 11 open reading frame 91	11p13	100131378
C11orf96	chromosome 11 open reading frame 96	11p11.2	387763
C11orf97	chromosome 11 open reading frame 97	11q21	643037
C11orf98	chromosome 11 open reading frame 98	11q12.3	102288414
C11orf98P1	C11orf98 pseudogene 1	9p22.1	106480289
C11orf98P2	C11orf98 pseudogene 2	6q25.2	107986535
C11orf98P3	C11orf98 pseudogene 3	3p24.3	
C12orf4	chromosome 12 open reading frame 4	12p13.32	57102
C12orf29	chromosome 12 open reading frame 29	12q21.32	91298
C12orf29P1	C12orf29 pseudogene 1	5q11.2	100129574
C12orf29P2	C12orf29 pseudogene 2	3q13.13	100129989
C12orf29P3	C12orf29 pseudogene 3	8q21.3	100129100
C12orf40	chromosome 12 open reading frame 40	12q12	283461
C12orf42	chromosome 12 open reading frame 42	12q23.2	374470
C12orf42-AS1	C12orf42 antisense RNA 1	12q23.2	101929058
C12orf43	chromosome 12 open reading frame 43	12q24.31	64897
C12orf50	chromosome 12 open reading frame 50	12q21.32	160419
C12orf54	chromosome 12 open reading frame 54	12q13.11	121273
C12orf56	chromosome 12 open reading frame 56	12q14.2	115749
C12orf57	chromosome 12 open reading frame 57	12p13.31	113246
C12orf60	chromosome 12 open reading frame 60	12p12.3	144608
C12orf71	chromosome 12 open reading frame 71	12p11.23	728858
C12orf71BP	chromosome 12 open reading frame 71B, pseudogene	12p11.23	100506578
C12orf75	chromosome 12 open reading frame 75	12q23.3	387882
C12orf75-AS1	C12orf75 antisense RNA 1	12q23.3	105369954
C12orf76	chromosome 12 open reading frame 76	12q24.11	400073
C13orf42	chromosome 13 open reading frame 42	13q14.3	647166
C13orf46	chromosome 13 open reading frame 46	13q34	100507747
C14orf28	chromosome 14 open reading frame 28	14q21.2	122525
C14orf39	chromosome 14 open reading frame 39	14q23.1	317761
C14orf93	chromosome 14 open reading frame 93	14q11.2	60686
C14orf119	chromosome 14 open reading frame 119	14q11.2	55017
C14orf132	chromosome 14 open reading frame 132	14q32.2	56967
C14orf178	chromosome 14 open reading frame 178	14q24.3	283579
C14orf180	chromosome 14 open reading frame 180	14q32.33	400258
C15orf32	chromosome 15 putative open reading frame 32	15q26.1	145858
C15orf39	chromosome 15 open reading frame 39	15q24.2	56905
C15orf40	chromosome 15 open reading frame 40	15q25.2	123207
C15orf48	chromosome 15 open reading frame 48	15q21.1	84419
C15orf61	chromosome 15 open reading frame 61	15q23	145853
C15orf62	chromosome 15 open reading frame 62	15q15.1	643338
C16orf46	chromosome 16 open reading frame 46	16q23.2	123775
C16orf54	chromosome 16 open reading frame 54	16p11.2	283897
C16orf74	chromosome 16 open reading frame 74	16q24.1	404550
C16orf78	chromosome 16 open reading frame 78	16q12.1	123970
C16orf82	chromosome 16 open reading frame 82	16p12.1	162083
C16orf86	chromosome 16 open reading frame 86	16q22.1	388284
C16orf87	chromosome 16 open reading frame 87	16q11.2	388272
C16orf89	chromosome 16 open reading frame 89	16p13.3	146556
C16orf90	chromosome 16 open reading frame 90	16p13.3	646174
C16orf92	chromosome 16 open reading frame 92	16p11.2	146378
C16orf95	chromosome 16 open reading frame 95	16q24.2	100506581
C16orf95-DT	C16orf95 divergent transcript	16q24.2	101928659
C16orf96	chromosome 16 open reading frame 96	16p13.3	342346
C17orf49	chromosome 17 open reading frame 49	17p13.1	124944
C17orf50	chromosome 17 open reading frame 50	17q12	146853
C17orf58	chromosome 17 open reading frame 58	17q24.2	284018
C17orf67	chromosome 17 open reading frame 67	17q22	339210
C17orf75	chromosome 17 open reading frame 75	17q11.2	64149
C17orf78	chromosome 17 open reading frame 78	17q12	284099
C17orf80	chromosome 17 open reading frame 80	17q25.1	55028
C17orf97	chromosome 17 open reading frame 97	17p13.3	400566
C17orf98	chromosome 17 open reading frame 98	17q12	388381
C17orf99	chromosome 17 open reading frame 99	17q25.3	100141515
C17orf100	chromosome 17 open reading frame 100	17p13.1	388327
C17orf107	chromosome 17 open reading frame 107	17p13.2	100130311
C17orf113	chromosome 17 open reading frame 113	17q21.2	
C17orf114	chromosome 17 open reading frame 114	17p13.2	119139905
C18orf15	chromosome 18 putative open reading frame 15	18p11.21	147276
C18orf21	chromosome 18 open reading frame 21	18q12.2	83608
C18orf25	chromosome 18 open reading frame 25	18q21.1	147339
C18orf32	chromosome 18 open reading frame 32	18q21.1	497661
C18orf54	chromosome 18 open reading frame 54	18q21.2	162681
C18orf63	chromosome 18 open reading frame 63	18q22.3	644041
C19orf12	chromosome 19 open reading frame 12	19q12	83636
C19orf18	chromosome 19 open reading frame 18	19q13.43	147685
C19orf25	chromosome 19 open reading frame 25	19p13.3	148223
C19orf33	chromosome 19 open reading frame 33	19q13.2	64073
C19orf38	chromosome 19 open reading frame 38	19p13.2	255809
C19orf44	chromosome 19 open reading frame 44	19p13.11	84167
C19orf47	chromosome 19 open reading frame 47	19q13.2	126526
C19orf48	chromosome 19 putative open reading frame 48	19q13.33	84798
C19orf53	chromosome 19 open reading frame 53	19p13.13	28974
C19orf67	chromosome 19 open reading frame 67	19p13.12	646457
C19orf73	chromosome 19 open reading frame 73	19q13.33	55150
C19orf81	chromosome 19 open reading frame 81	19q13.33	342918
C19orf84	chromosome 19 open reading frame 84	19q13.41	147646
C19orf85	chromosome 19 open reading frame 85	19q13.42	
C20orf27	chromosome 20 open reading frame 27	20p13	54976
C20orf85	chromosome 20 open reading frame 85	20q13.32	128602
C20orf96	chromosome 20 open reading frame 96	20p13	140680
C20orf141	chromosome 20 open reading frame 141	20p13	128653
C20orf144	chromosome 20 open reading frame 144	20q11.22	128864
C20orf173	chromosome 20 open reading frame 173	20q11.22	140873
C20orf181	chromosome 20 putative open reading frame 181	20q13.33	100128998
C20orf202	chromosome 20 open reading frame 202	20p13	400831
C20orf203	chromosome 20 open reading frame 203	20q11.21	284805
C20orf204	chromosome 20 open reading frame 204	20q13.33	284739
C21orf58	chromosome 21 open reading frame 58	21q22.3	54058
C21orf62	chromosome 21 open reading frame 62	21q22.11	56245
C21orf62-AS1	C21orf62 antisense RNA 1	21q22.11	54067
C21orf91	chromosome 21 open reading frame 91	21q21.1	54149
C21orf91-OT1	C21orf91 overlapping transcript 1	21q21.1	246312
C21orf140	chromosome 21 open reading frame 140	21q22.12	101928147
C22orf15	chromosome 22 open reading frame 15	22q11.23	150248
C22orf23	chromosome 22 open reading frame 23	22q13.1	84645
C22orf31	chromosome 22 open reading frame 31	22q12.1	25770
C22orf39	chromosome 22 open reading frame 39	22q11.21	128977
C22orf42	chromosome 22 open reading frame 42	22q12.3	150297
C22orf46P	chromosome 22 putative open reading frame 46, pseudogene	22q13.2	79640
CA1	carbonic anhydrase 1	8q21.2	759
CA2	carbonic anhydrase 2	8q21.2	760
CA3	carbonic anhydrase 3	8q21.2	761
CA3-AS1	CA3 antisense RNA 1	8q21.2	100996348
CA4	carbonic anhydrase 4	17q23.1	762
CA5A	carbonic anhydrase 5A	16q24.2	763
CA5AP1	carbonic anhydrase 5A pseudogene 1	16p11.2	764
CA5B	carbonic anhydrase 5B	Xp22.2	11238
CA5BP1	carbonic anhydrase 5B pseudogene 1	Xp22.2	340591
CA6	carbonic anhydrase 6	1p36.23	765
CA7	carbonic anhydrase 7	16q22.1	766
CA8	carbonic anhydrase 8	8q12.1	767
CA9	carbonic anhydrase 9	9p13.3	768
CA10	carbonic anhydrase 10	17q21.33-q22	56934
CA11	carbonic anhydrase 11	19q13.33	770
CA12	carbonic anhydrase 12	15q22.2	771
CA13	carbonic anhydrase 13	8q21.2	377677
CA14	carbonic anhydrase 14	1q21.2	23632
CA15P1	CA15 pseudogene 1	22q11.21	100996435
CA15P2	CA15 pseudogene 2	22q11.21	440795
CA15P3	CA15 pseudogene 3	22q11.21	100996556
CAAP1	caspase activity and apoptosis inhibitor 1	9p21.2	79886
CAB39	calcium binding protein 39	2q37.1	51719
CAB39L	calcium binding protein 39 like	13q14.2	81617
CAB39P1	calcium binding protein 39 pseudogene 1	5q12.1	
CABCOCO1	ciliary associated calcium binding coiled-coil 1	10q21.2	219621
CABIN1	calcineurin binding protein 1	22q11.23	23523
CABLES1	Cdk5 and Abl enzyme substrate 1	18q11.2	91768
CABLES2	Cdk5 and Abl enzyme substrate 2	20q13.33	81928
CABP1	calcium binding protein 1	12q24.31	9478
CABP1-DT	CABP1 divergent transcript	12q24.31	101928300
CABP2	calcium binding protein 2	11q13.2	51475
CABP4	calcium binding protein 4	11q13.2	57010
CABP5	calcium binding protein 5	19q13.33	56344
CABP7	calcium binding protein 7	22q12.2	164633
CABP7-DT	CABP7 divergent transcript	22q12.2	
CABS1	calcium binding protein, spermatid associated 1	4q13.3	85438
CABYR	calcium binding tyrosine phosphorylation regulated	18q11.2	26256
CABYRP1	calcium binding tyrosine phosphorylation regulated pseudogene 1	3p21.1	266954
